t,S,I,R
2.489999999999991,0.9869450381602485,0.011767512108613674,0.001287449731139206
2.4999999999999907,0.9869317610026771,0.011775185191453543,0.0012930538058706983
2.5099999999999905,0.9869184753666186,0.011782863098670984,0.0012986615347117378
2.5199999999999902,0.9869051812469775,0.011790545833064145,0.0013042729199597273
2.52999999999999,0.9868918786386555,0.011798233397432484,0.0013098879639134016
2.53999999999999,0.9868785675365518,0.011805925794576773,0.0013155066688728288
2.5499999999999896,0.9868652479355629,0.011813623027299092,0.0013211290371394106
2.5599999999999894,0.9868519198305826,0.01182132509840284,0.0013267550710158826
2.569999999999989,0.9868385832165023,0.011829032010692726,0.0013323847728063157
2.579999999999989,0.9868252380882104,0.01183674376697477,0.0013380181448161162
2.5899999999999888,0.986811884440593,0.01184446037005631,0.0013436551893520265
2.5999999999999885,0.9867985222685332,0.011852181822745991,0.0013492959087221257
2.6099999999999883,0.9867851515669117,0.011859908127853779,0.0013549403052358303
2.619999999999988,0.9867717723306064,0.011867639288190948,0.0013605883812038949
2.629999999999988,0.9867583845544927,0.01187537530657009,0.0013662401389384128
2.6399999999999877,0.9867449882334433,0.011883116185805108,0.0013718955807528162
2.6499999999999875,0.986731583362328,0.011890861928711223,0.0013775547089618777
2.6599999999999873,0.9867181699360145,0.011898612538104968,0.00138321752588171
2.669999999999987,0.9867047479493671,0.01190636801680419,0.0013888840338297673
2.679999999999987,0.9866913173972482,0.011914128367628054,0.001394554235124845
2.6899999999999866,0.986677878274517,0.01192189359339704,0.0014002281320870816
2.6999999999999864,0.9866644305760303,0.011929663696932939,0.001405905727037958
2.709999999999986,0.986650974296642,0.01193743868105886,0.0014115870223002994
2.719999999999986,0.9866375094312037,0.01194521854859923,0.0014172720201982743
2.7299999999999858,0.9866240359745639,0.01195300330237979,0.0014229607230573972
2.7399999999999856,0.986610553921569,0.011960792945227595,0.0014286531332045273
2.7499999999999853,0.9865970632670623,0.01196858747997102,0.0014343492529678703
2.759999999999985,0.9865835640058844,0.011976386909439753,0.0014400490846769789
2.769999999999985,0.9865700561328736,0.0119841912364648,0.0014457526306627525
2.7799999999999847,0.9865565396428653,0.011992000463878485,0.0014514598932574391
2.7899999999999845,0.9865430145306922,0.011999814594514447,0.0014571708747946354
2.7999999999999843,0.9865294807911843,0.012007633631207642,0.0014628855776092871
2.809999999999984,0.9865159384191692,0.012015457576794345,0.00146860400403769
2.819999999999984,0.9865023874094716,0.012023286434112147,0.00147432615641749
2.8299999999999836,0.9864888277569136,0.012031120205999956,0.0014800520370876848
2.8399999999999834,0.9864752594563146,0.012038958895298,0.0014857816483886236
2.849999999999983,0.9864616825024914,0.012046802504847822,0.001491514992662008
2.859999999999983,0.9864480968902581,0.012054651037492285,0.0014972520722508925
2.869999999999983,0.9864345026144261,0.01206250449607557,0.0015029928894996856
2.8799999999999826,0.9864208996698041,0.012070362883443176,0.0015087374467541497
2.8899999999999824,0.986407288051198,0.012078226202441922,0.0015144857463614027
2.899999999999982,0.9863936677534115,0.012086094455919943,0.0015202377906699174
2.909999999999982,0.9863800387712451,0.012093967646726695,0.0015259935820295233
2.9199999999999817,0.986366401099497,0.012101845777712955,0.0015317531227914064
2.9299999999999815,0.9863527547329625,0.012109728851730813,0.0015375164153081104
2.9399999999999813,0.9863390996664342,0.012117616871633685,0.0015432834619335369
2.949999999999981,0.9863254358947021,0.012125509840276301,0.001549054265022946
2.959999999999981,0.9863117634125537,0.012133407760514716,0.0015548288269329577
2.9699999999999807,0.9862980822147734,0.012141310635206301,0.0015606071500215513
2.9799999999999804,0.9862843922961435,0.01214921846720975,0.001566389236648067
2.9899999999999802,0.986270693651443,0.012157131259385074,0.0015721750891732065
2.99999999999998,0.9862569862754487,0.012165049014593607,0.0015779647099590326
3.00999999999998,0.9862432701629343,0.012172971735698,0.0015837581013689712
3.0199999999999796,0.9862295453086712,0.01218089942556223,0.0015895552657678108
3.0299999999999794,0.986215811707428,0.01218883208705159,0.0015953562055217043
3.039999999999979,0.9862020693539705,0.012196769723032698,0.0016011609229981685
3.049999999999979,0.9861883182430617,0.01220471233637349,0.001606969420566085
3.0599999999999787,0.9861745583694624,0.012212659929943224,0.0016127817005957014
3.0699999999999785,0.9861607897279302,0.01222061250661248,0.0016185977654586314
3.0799999999999783,0.9861470123132203,0.01222857006925316,0.0016244176175278556
3.089999999999978,0.9861332261200851,0.012236532620738486,0.001630241259177722
3.099999999999978,0.9861194311432744,0.012244500163943003,0.0016360686927839466
3.1099999999999777,0.9861056273775352,0.01225247270174258,0.0016418999207236146
3.1199999999999775,0.9860918148176118,0.012260450237014404,0.0016477349453751801
3.1299999999999772,0.9860779934582459,0.012268432772636987,0.0016535737691184675
